asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes,polymarket_benchmark_conflict,kalshi_benchmark_conflict
eth,eth:1784259000000,1784259000000,1784259900000,2026-07-17T03:30:00Z,DOWN,NO,,1853.53,official-venue-resolution,f,f,f,f,f
sol,sol:1784259000000,1784259000000,1784259900000,2026-07-17T03:30:00Z,DOWN,NO,,75.2337,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784259000000,1784259000000,1784259900000,2026-07-17T03:30:00Z,DOWN,NO,,1.0925,official-venue-resolution,f,f,f,f,f
btc,btc:1784259900000,1784259900000,1784260800000,2026-07-17T03:45:00Z,DOWN,NO,,63518.05,official-venue-resolution,f,f,f,f,f
doge,doge:1784259900000,1784259900000,1784260800000,2026-07-17T03:45:00Z,DOWN,NO,,0.0723867,official-venue-resolution,f,f,f,f,f
eth,eth:1784259900000,1784259900000,1784260800000,2026-07-17T03:45:00Z,DOWN,NO,,1851.3,official-venue-resolution,f,f,f,f,f
sol,sol:1784259900000,1784259900000,1784260800000,2026-07-17T03:45:00Z,DOWN,NO,,75.163,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784259900000,1784259900000,1784260800000,2026-07-17T03:45:00Z,DOWN,NO,,1.0916,official-venue-resolution,f,f,f,f,f
btc,btc:1784260800000,1784260800000,1784261700000,2026-07-17T04:00:00Z,DOWN,NO,,63447.19,official-venue-resolution,f,f,f,f,f
doge,doge:1784260800000,1784260800000,1784261700000,2026-07-17T04:00:00Z,DOWN,NO,,0.0722164,official-venue-resolution,f,f,f,f,f
eth,eth:1784260800000,1784260800000,1784261700000,2026-07-17T04:00:00Z,DOWN,NO,,1848.52,official-venue-resolution,f,f,f,f,f
sol,sol:1784260800000,1784260800000,1784261700000,2026-07-17T04:00:00Z,DOWN,NO,,75.0262,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784260800000,1784260800000,1784261700000,2026-07-17T04:00:00Z,DOWN,NO,,1.0907,official-venue-resolution,f,f,f,f,f
btc,btc:1784261700000,1784261700000,1784262600000,2026-07-17T04:15:00Z,DOWN,NO,,63325.69,official-venue-resolution,f,f,f,f,f
doge,doge:1784261700000,1784261700000,1784262600000,2026-07-17T04:15:00Z,DOWN,NO,,0.072094,official-venue-resolution,f,f,f,f,f
eth,eth:1784261700000,1784261700000,1784262600000,2026-07-17T04:15:00Z,DOWN,NO,,1845.34,official-venue-resolution,f,f,f,f,f
sol,sol:1784261700000,1784261700000,1784262600000,2026-07-17T04:15:00Z,DOWN,NO,,74.85,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784261700000,1784261700000,1784262600000,2026-07-17T04:15:00Z,DOWN,NO,,1.0881,official-venue-resolution,f,f,f,f,f
btc,btc:1784262600000,1784262600000,1784263500000,2026-07-17T04:30:00Z,UP,YES,,63428.89,official-venue-resolution,f,f,f,f,f
doge,doge:1784262600000,1784262600000,1784263500000,2026-07-17T04:30:00Z,UP,YES,,0.072273,official-venue-resolution,f,f,f,f,f
eth,eth:1784262600000,1784262600000,1784263500000,2026-07-17T04:30:00Z,UP,YES,,1848.1,official-venue-resolution,f,f,f,f,f
sol,sol:1784262600000,1784262600000,1784263500000,2026-07-17T04:30:00Z,UP,YES,,75.0788,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784262600000,1784262600000,1784263500000,2026-07-17T04:30:00Z,UP,YES,,1.0895,official-venue-resolution,f,f,f,f,f
btc,btc:1784263500000,1784263500000,1784264400000,2026-07-17T04:45:00Z,UP,YES,,63433.23,official-venue-resolution,f,f,f,f,f
doge,doge:1784263500000,1784263500000,1784264400000,2026-07-17T04:45:00Z,DOWN,NO,,0.0722489,official-venue-resolution,f,f,f,f,f
eth,eth:1784263500000,1784263500000,1784264400000,2026-07-17T04:45:00Z,UP,YES,,1849.08,official-venue-resolution,f,f,f,f,f
sol,sol:1784263500000,1784263500000,1784264400000,2026-07-17T04:45:00Z,UP,YES,,75.1777,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784263500000,1784263500000,1784264400000,2026-07-17T04:45:00Z,UP,YES,,1.0897,official-venue-resolution,f,f,f,f,f
btc,btc:1784264400000,1784264400000,1784265300000,2026-07-17T05:00:00Z,DOWN,NO,,63376.75,official-venue-resolution,f,f,f,f,f
doge,doge:1784264400000,1784264400000,1784265300000,2026-07-17T05:00:00Z,DOWN,NO,,0.0722182,official-venue-resolution,f,f,f,f,f
eth,eth:1784264400000,1784264400000,1784265300000,2026-07-17T05:00:00Z,DOWN,NO,,1846.04,official-venue-resolution,f,f,f,f,f
sol,sol:1784264400000,1784264400000,1784265300000,2026-07-17T05:00:00Z,DOWN,NO,,75.101,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784264400000,1784264400000,1784265300000,2026-07-17T05:00:00Z,DOWN,NO,,1.0894,official-venue-resolution,f,f,f,f,f
btc,btc:1784265300000,1784265300000,1784266200000,2026-07-17T05:15:00Z,DOWN,NO,,63205.39,official-venue-resolution,f,f,f,f,f
doge,doge:1784265300000,1784265300000,1784266200000,2026-07-17T05:15:00Z,DOWN,NO,,0.0719585,official-venue-resolution,f,f,f,f,f
eth,eth:1784265300000,1784265300000,1784266200000,2026-07-17T05:15:00Z,DOWN,NO,,1837.26,official-venue-resolution,f,f,f,f,f
sol,sol:1784265300000,1784265300000,1784266200000,2026-07-17T05:15:00Z,DOWN,NO,,74.8195,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784265300000,1784265300000,1784266200000,2026-07-17T05:15:00Z,DOWN,NO,,1.0854,official-venue-resolution,f,f,f,f,f
btc,btc:1784266200000,1784266200000,1784267100000,2026-07-17T05:30:00Z,DOWN,NO,,62940.06,official-venue-resolution,f,f,f,f,f
doge,doge:1784266200000,1784266200000,1784267100000,2026-07-17T05:30:00Z,DOWN,NO,,0.0717777,official-venue-resolution,f,f,f,f,f
eth,eth:1784266200000,1784266200000,1784267100000,2026-07-17T05:30:00Z,DOWN,NO,,1831.28,official-venue-resolution,f,f,f,f,f
sol,sol:1784266200000,1784266200000,1784267100000,2026-07-17T05:30:00Z,DOWN,NO,,74.6495,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784266200000,1784266200000,1784267100000,2026-07-17T05:30:00Z,DOWN,NO,,1.0837,official-venue-resolution,f,f,f,f,f
btc,btc:1784267100000,1784267100000,1784268000000,2026-07-17T05:45:00Z,DOWN,NO,,62782.25,official-venue-resolution,f,f,f,f,f
doge,doge:1784267100000,1784267100000,1784268000000,2026-07-17T05:45:00Z,DOWN,NO,,0.0714461,official-venue-resolution,f,f,f,f,f
eth,eth:1784267100000,1784267100000,1784268000000,2026-07-17T05:45:00Z,DOWN,NO,,1822.2,official-venue-resolution,f,f,f,f,f
sol,sol:1784267100000,1784267100000,1784268000000,2026-07-17T05:45:00Z,DOWN,NO,,74.3112,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784267100000,1784267100000,1784268000000,2026-07-17T05:45:00Z,DOWN,NO,,1.0796,official-venue-resolution,f,f,f,f,f
btc,btc:1784268000000,1784268000000,1784268900000,2026-07-17T06:00:00Z,DOWN,NO,,62760.9,official-venue-resolution,f,f,f,f,f
doge,doge:1784268000000,1784268000000,1784268900000,2026-07-17T06:00:00Z,UP,YES,,0.0715494,official-venue-resolution,f,f,f,f,f
eth,eth:1784268000000,1784268000000,1784268900000,2026-07-17T06:00:00Z,UP,YES,,1825.44,official-venue-resolution,f,f,f,f,f
sol,sol:1784268000000,1784268000000,1784268900000,2026-07-17T06:00:00Z,UP,YES,,74.4693,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784268000000,1784268000000,1784268900000,2026-07-17T06:00:00Z,UP,YES,,1.0815,official-venue-resolution,f,f,f,f,f
btc,btc:1784268900000,1784268900000,1784269800000,2026-07-17T06:15:00Z,UP,YES,,62883.31,official-venue-resolution,f,f,f,f,f
doge,doge:1784268900000,1784268900000,1784269800000,2026-07-17T06:15:00Z,UP,YES,,0.0718328,official-venue-resolution,f,f,f,f,f
eth,eth:1784268900000,1784268900000,1784269800000,2026-07-17T06:15:00Z,UP,YES,,1832.95,official-venue-resolution,f,f,f,f,f
sol,sol:1784268900000,1784268900000,1784269800000,2026-07-17T06:15:00Z,UP,YES,,74.6535,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784268900000,1784268900000,1784269800000,2026-07-17T06:15:00Z,UP,YES,,1.0854,official-venue-resolution,f,f,f,f,f
btc,btc:1784269800000,1784269800000,1784270700000,2026-07-17T06:30:00Z,DOWN,NO,,62832.21,official-venue-resolution,f,f,f,f,f
doge,doge:1784269800000,1784269800000,1784270700000,2026-07-17T06:30:00Z,UP,NO,,0.0718288,official-venue-resolution,t,f,t,f,f
eth,eth:1784269800000,1784269800000,1784270700000,2026-07-17T06:30:00Z,DOWN,NO,,1831.1,official-venue-resolution,f,f,f,f,f
sol,sol:1784269800000,1784269800000,1784270700000,2026-07-17T06:30:00Z,DOWN,NO,,74.5512,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784269800000,1784269800000,1784270700000,2026-07-17T06:30:00Z,UP,YES,,1.0857,official-venue-resolution,f,f,f,f,f
btc,btc:1784270700000,1784270700000,1784271600000,2026-07-17T06:45:00Z,UP,YES,,62888.1,official-venue-resolution,f,f,f,f,f
doge,doge:1784270700000,1784270700000,1784271600000,2026-07-17T06:45:00Z,DOWN,NO,,0.0717564,official-venue-resolution,f,f,f,f,f
eth,eth:1784270700000,1784270700000,1784271600000,2026-07-17T06:45:00Z,DOWN,NO,,1830.23,official-venue-resolution,f,f,f,f,f
sol,sol:1784270700000,1784270700000,1784271600000,2026-07-17T06:45:00Z,DOWN,NO,,74.5242,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784270700000,1784270700000,1784271600000,2026-07-17T06:45:00Z,UP,YES,,1.086,official-venue-resolution,f,f,f,f,f
btc,btc:1784271600000,1784271600000,1784272500000,2026-07-17T07:00:00Z,DOWN,NO,,62851.61,official-venue-resolution,f,f,f,f,f
doge,doge:1784271600000,1784271600000,1784272500000,2026-07-17T07:00:00Z,DOWN,NO,,0.0717087,official-venue-resolution,f,f,f,f,f
eth,eth:1784271600000,1784271600000,1784272500000,2026-07-17T07:00:00Z,DOWN,NO,,1828.33,official-venue-resolution,f,f,f,f,f
sol,sol:1784271600000,1784271600000,1784272500000,2026-07-17T07:00:00Z,DOWN,NO,,74.4702,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784271600000,1784271600000,1784272500000,2026-07-17T07:00:00Z,DOWN,NO,,1.0845,official-venue-resolution,f,f,f,f,f
btc,btc:1784272500000,1784272500000,1784273400000,2026-07-17T07:15:00Z,UP,YES,,62881.43,official-venue-resolution,f,f,f,f,f
doge,doge:1784272500000,1784272500000,1784273400000,2026-07-17T07:15:00Z,DOWN,NO,,0.0716745,official-venue-resolution,f,f,f,f,f
eth,eth:1784272500000,1784272500000,1784273400000,2026-07-17T07:15:00Z,UP,YES,,1830.11,official-venue-resolution,f,f,f,f,f
sol,sol:1784272500000,1784272500000,1784273400000,2026-07-17T07:15:00Z,UP,YES,,74.4987,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784272500000,1784272500000,1784273400000,2026-07-17T07:15:00Z,DOWN,NO,,1.0831,official-venue-resolution,f,f,f,f,f
btc,btc:1784273400000,1784273400000,1784274300000,2026-07-17T07:30:00Z,DOWN,YES,,62911.76,official-venue-resolution,t,t,f,f,f
doge,doge:1784273400000,1784273400000,1784274300000,2026-07-17T07:30:00Z,DOWN,YES,,0.0717159,official-venue-resolution,t,t,f,f,f
eth,eth:1784273400000,1784273400000,1784274300000,2026-07-17T07:30:00Z,DOWN,NO,,1829.43,official-venue-resolution,f,f,f,f,f
sol,sol:1784273400000,1784273400000,1784274300000,2026-07-17T07:30:00Z,UP,YES,,74.6313,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784273400000,1784273400000,1784274300000,2026-07-17T07:30:00Z,UP,YES,,1.084,official-venue-resolution,f,f,f,f,f
btc,btc:1784274300000,1784274300000,1784275200000,2026-07-17T07:45:00Z,DOWN,NO,,62779.15,official-venue-resolution,f,f,f,f,f
doge,doge:1784274300000,1784274300000,1784275200000,2026-07-17T07:45:00Z,DOWN,NO,,0.071637,official-venue-resolution,f,f,f,f,f
eth,eth:1784274300000,1784274300000,1784275200000,2026-07-17T07:45:00Z,DOWN,NO,,1826.54,official-venue-resolution,f,f,f,f,f
sol,sol:1784274300000,1784274300000,1784275200000,2026-07-17T07:45:00Z,DOWN,NO,,74.555,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784274300000,1784274300000,1784275200000,2026-07-17T07:45:00Z,DOWN,NO,,1.083,official-venue-resolution,f,f,f,f,f
btc,btc:1784275200000,1784275200000,1784276100000,2026-07-17T08:00:00Z,UP,YES,,62835.86,official-venue-resolution,f,f,f,f,f
doge,doge:1784275200000,1784275200000,1784276100000,2026-07-17T08:00:00Z,UP,YES,,0.0716589,official-venue-resolution,f,f,f,f,f
eth,eth:1784275200000,1784275200000,1784276100000,2026-07-17T08:00:00Z,UP,YES,,1828.19,official-venue-resolution,f,f,f,f,f
sol,sol:1784275200000,1784275200000,1784276100000,2026-07-17T08:00:00Z,UP,YES,,74.5755,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784275200000,1784275200000,1784276100000,2026-07-17T08:00:00Z,UP,YES,,1.0841,official-venue-resolution,f,f,f,f,f
btc,btc:1784276100000,1784276100000,1784277000000,2026-07-17T08:15:00Z,DOWN,NO,,62760.65,official-venue-resolution,f,f,f,f,f
doge,doge:1784276100000,1784276100000,1784277000000,2026-07-17T08:15:00Z,DOWN,NO,,0.0714071,official-venue-resolution,f,f,f,f,f
eth,eth:1784276100000,1784276100000,1784277000000,2026-07-17T08:15:00Z,DOWN,NO,,1824.29,official-venue-resolution,f,f,f,f,f
sol,sol:1784276100000,1784276100000,1784277000000,2026-07-17T08:15:00Z,DOWN,NO,,74.4633,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784276100000,1784276100000,1784277000000,2026-07-17T08:15:00Z,DOWN,NO,,1.0819,official-venue-resolution,f,f,f,f,f
btc,btc:1784277000000,1784277000000,1784277900000,2026-07-17T08:30:00Z,DOWN,NO,,62725.95,official-venue-resolution,f,f,f,f,f
doge,doge:1784277000000,1784277000000,1784277900000,2026-07-17T08:30:00Z,DOWN,NO,,0.0713357,official-venue-resolution,f,f,f,f,f
eth,eth:1784277000000,1784277000000,1784277900000,2026-07-17T08:30:00Z,UP,YES,,1825.5,official-venue-resolution,f,f,f,f,f
sol,sol:1784277000000,1784277000000,1784277900000,2026-07-17T08:30:00Z,DOWN,NO,,74.3918,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784277000000,1784277000000,1784277900000,2026-07-17T08:30:00Z,UP,NO,,1.0818,official-venue-resolution,t,f,t,f,f
btc,btc:1784277900000,1784277900000,1784278800000,2026-07-17T08:45:00Z,UP,YES,,62843.7,official-venue-resolution,f,f,f,f,f
doge,doge:1784277900000,1784277900000,1784278800000,2026-07-17T08:45:00Z,UP,YES,,0.0714338,official-venue-resolution,f,f,f,f,f
eth,eth:1784277900000,1784277900000,1784278800000,2026-07-17T08:45:00Z,UP,YES,,1828.8,official-venue-resolution,f,f,f,f,f
sol,sol:1784277900000,1784277900000,1784278800000,2026-07-17T08:45:00Z,UP,YES,,74.4678,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784277900000,1784277900000,1784278800000,2026-07-17T08:45:00Z,UP,YES,,1.084,official-venue-resolution,f,f,f,f,f
btc,btc:1784278800000,1784278800000,1784279700000,2026-07-17T09:00:00Z,UP,YES,,62895.79,official-venue-resolution,f,f,f,f,f
doge,doge:1784278800000,1784278800000,1784279700000,2026-07-17T09:00:00Z,UP,YES,,0.0715259,official-venue-resolution,f,f,f,f,f
eth,eth:1784278800000,1784278800000,1784279700000,2026-07-17T09:00:00Z,UP,YES,,1830.54,official-venue-resolution,f,f,f,f,f
sol,sol:1784278800000,1784278800000,1784279700000,2026-07-17T09:00:00Z,UP,YES,,74.5588,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784278800000,1784278800000,1784279700000,2026-07-17T09:00:00Z,UP,YES,,1.0861,official-venue-resolution,f,f,f,f,f
btc,btc:1784279700000,1784279700000,1784280600000,2026-07-17T09:15:00Z,DOWN,YES,,62899.01,official-venue-resolution,t,t,f,f,f
doge,doge:1784279700000,1784279700000,1784280600000,2026-07-17T09:15:00Z,UP,YES,,0.0715779,official-venue-resolution,f,f,f,f,f
eth,eth:1784279700000,1784279700000,1784280600000,2026-07-17T09:15:00Z,DOWN,NO,,1830.28,official-venue-resolution,f,f,f,f,f
sol,sol:1784279700000,1784279700000,1784280600000,2026-07-17T09:15:00Z,UP,YES,,74.6123,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784279700000,1784279700000,1784280600000,2026-07-17T09:15:00Z,UP,YES,,1.0872,official-venue-resolution,f,f,f,f,f
btc,btc:1784280600000,1784280600000,1784281500000,2026-07-17T09:30:00Z,UP,YES,,62999.63,official-venue-resolution,f,f,f,f,f
doge,doge:1784280600000,1784280600000,1784281500000,2026-07-17T09:30:00Z,UP,YES,,0.071674,official-venue-resolution,f,f,f,f,f
eth,eth:1784280600000,1784280600000,1784281500000,2026-07-17T09:30:00Z,UP,YES,,1833.33,official-venue-resolution,f,f,f,f,f
sol,sol:1784280600000,1784280600000,1784281500000,2026-07-17T09:30:00Z,UP,YES,,74.7178,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784280600000,1784280600000,1784281500000,2026-07-17T09:30:00Z,DOWN,NO,,1.086,official-venue-resolution,f,f,f,f,f
btc,btc:1784281500000,1784281500000,1784282400000,2026-07-17T09:45:00Z,DOWN,NO,,62937.75,official-venue-resolution,f,f,f,f,f
doge,doge:1784281500000,1784281500000,1784282400000,2026-07-17T09:45:00Z,UP,NO,,0.0716632,official-venue-resolution,t,f,t,f,f
eth,eth:1784281500000,1784281500000,1784282400000,2026-07-17T09:45:00Z,DOWN,NO,,1833.16,official-venue-resolution,f,f,f,f,f
sol,sol:1784281500000,1784281500000,1784282400000,2026-07-17T09:45:00Z,DOWN,NO,,74.5833,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784281500000,1784281500000,1784282400000,2026-07-17T09:45:00Z,DOWN,NO,,1.0843,official-venue-resolution,f,f,f,f,f
btc,btc:1784282400000,1784282400000,1784283300000,2026-07-17T10:00:00Z,UP,YES,,63037.02,official-venue-resolution,f,f,f,f,f
doge,doge:1784282400000,1784282400000,1784283300000,2026-07-17T10:00:00Z,UP,YES,,0.0718843,official-venue-resolution,f,f,f,f,f
eth,eth:1784282400000,1784282400000,1784283300000,2026-07-17T10:00:00Z,UP,YES,,1836.49,official-venue-resolution,f,f,f,f,f
sol,sol:1784282400000,1784282400000,1784283300000,2026-07-17T10:00:00Z,UP,YES,,74.7425,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784282400000,1784282400000,1784283300000,2026-07-17T10:00:00Z,UP,YES,,1.0854,official-venue-resolution,f,f,f,f,f
btc,btc:1784283300000,1784283300000,1784284200000,2026-07-17T10:15:00Z,UP,YES,,63042.3,official-venue-resolution,f,f,f,f,f
doge,doge:1784283300000,1784283300000,1784284200000,2026-07-17T10:15:00Z,DOWN,NO,,0.0718196,official-venue-resolution,f,f,f,f,f
eth,eth:1784283300000,1784283300000,1784284200000,2026-07-17T10:15:00Z,DOWN,NO,,1836.45,official-venue-resolution,f,f,f,f,f
sol,sol:1784283300000,1784283300000,1784284200000,2026-07-17T10:15:00Z,DOWN,NO,,74.6845,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784283300000,1784283300000,1784284200000,2026-07-17T10:15:00Z,DOWN,NO,,1.0848,official-venue-resolution,f,f,f,f,f
btc,btc:1784284200000,1784284200000,1784285100000,2026-07-17T10:30:00Z,UP,YES,,63129.43,official-venue-resolution,f,f,f,f,f
doge,doge:1784284200000,1784284200000,1784285100000,2026-07-17T10:30:00Z,UP,YES,,0.0718893,official-venue-resolution,f,f,f,f,f
eth,eth:1784284200000,1784284200000,1784285100000,2026-07-17T10:30:00Z,UP,YES,,1837.32,official-venue-resolution,f,f,f,f,f
sol,sol:1784284200000,1784284200000,1784285100000,2026-07-17T10:30:00Z,UP,YES,,74.7577,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784284200000,1784284200000,1784285100000,2026-07-17T10:30:00Z,UP,YES,,1.0867,official-venue-resolution,f,f,f,f,f
btc,btc:1784285100000,1784285100000,1784286000000,2026-07-17T10:45:00Z,DOWN,NO,,63127.49,official-venue-resolution,f,f,f,f,f
doge,doge:1784285100000,1784285100000,1784286000000,2026-07-17T10:45:00Z,UP,YES,,0.0719415,official-venue-resolution,f,f,f,f,f
eth,eth:1784285100000,1784285100000,1784286000000,2026-07-17T10:45:00Z,DOWN,NO,,1835.61,official-venue-resolution,f,f,f,f,f
sol,sol:1784285100000,1784285100000,1784286000000,2026-07-17T10:45:00Z,DOWN,NO,,74.7273,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784285100000,1784285100000,1784286000000,2026-07-17T10:45:00Z,DOWN,NO,,1.0856,official-venue-resolution,f,f,f,f,f
btc,btc:1784286000000,1784286000000,1784286900000,2026-07-17T11:00:00Z,DOWN,NO,,63048.47,official-venue-resolution,f,f,f,f,f
doge,doge:1784286000000,1784286000000,1784286900000,2026-07-17T11:00:00Z,DOWN,NO,,0.0718611,official-venue-resolution,f,f,f,f,f
eth,eth:1784286000000,1784286000000,1784286900000,2026-07-17T11:00:00Z,DOWN,NO,,1833.65,official-venue-resolution,f,f,f,f,f
sol,sol:1784286000000,1784286000000,1784286900000,2026-07-17T11:00:00Z,DOWN,NO,,74.6498,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784286000000,1784286000000,1784286900000,2026-07-17T11:00:00Z,DOWN,NO,,1.0837,official-venue-resolution,f,f,f,f,f
btc,btc:1784286900000,1784286900000,1784287800000,2026-07-17T11:15:00Z,UP,YES,,63077.27,official-venue-resolution,f,f,f,f,f
doge,doge:1784286900000,1784286900000,1784287800000,2026-07-17T11:15:00Z,UP,YES,,0.0719211,official-venue-resolution,f,f,f,f,f
eth,eth:1784286900000,1784286900000,1784287800000,2026-07-17T11:15:00Z,UP,YES,,1835.28,official-venue-resolution,f,f,f,f,f
sol,sol:1784286900000,1784286900000,1784287800000,2026-07-17T11:15:00Z,UP,YES,,74.7368,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784286900000,1784286900000,1784287800000,2026-07-17T11:15:00Z,UP,YES,,1.0841,official-venue-resolution,f,f,f,f,f
btc,btc:1784287800000,1784287800000,1784288700000,2026-07-17T11:30:00Z,UP,YES,,63238.36,official-venue-resolution,f,f,f,f,f
doge,doge:1784287800000,1784287800000,1784288700000,2026-07-17T11:30:00Z,UP,YES,,0.0720022,official-venue-resolution,f,f,f,f,f
eth,eth:1784287800000,1784287800000,1784288700000,2026-07-17T11:30:00Z,UP,YES,,1839.51,official-venue-resolution,f,f,f,f,f
sol,sol:1784287800000,1784287800000,1784288700000,2026-07-17T11:30:00Z,UP,YES,,74.8497,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784287800000,1784287800000,1784288700000,2026-07-17T11:30:00Z,UP,YES,,1.0845,official-venue-resolution,f,f,f,f,f
btc,btc:1784288700000,1784288700000,1784289600000,2026-07-17T11:45:00Z,DOWN,YES,,63257.83,official-venue-resolution,t,t,f,f,f
doge,doge:1784288700000,1784288700000,1784289600000,2026-07-17T11:45:00Z,DOWN,NO,,0.0719786,official-venue-resolution,f,f,f,f,f
eth,eth:1784288700000,1784288700000,1784289600000,2026-07-17T11:45:00Z,DOWN,NO,,1838,official-venue-resolution,f,f,f,f,f
sol,sol:1784288700000,1784288700000,1784289600000,2026-07-17T11:45:00Z,DOWN,NO,,74.8067,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784288700000,1784288700000,1784289600000,2026-07-17T11:45:00Z,DOWN,NO,,1.0839,official-venue-resolution,f,f,f,f,f
btc,btc:1784289600000,1784289600000,1784290500000,2026-07-17T12:00:00Z,DOWN,NO,,63184.94,official-venue-resolution,f,f,f,f,f
doge,doge:1784289600000,1784289600000,1784290500000,2026-07-17T12:00:00Z,DOWN,NO,,0.0718621,official-venue-resolution,f,f,f,f,f
